operationId,path,verb,requiredPathParams,requiredHeaderParams,requiredQueryParams,requiredReqBodyParams,description,resource,method,sqlVerb,objectKey,reqPaginationKey,reqPaginationLocation,respPaginationKey,respPaginationLocation
GetLatestConfiguration,/configuration,GET,,,configuration_token,,Retrieves the latest deployed configuration. Th...,configuration_sessions,get_latest_configuration,select,,,,,
StartConfigurationSession,/configurationsessions,POST,,,,"ApplicationIdentifier,ConfigurationProfileIdentifier,EnvironmentIdentifier",Starts a configuration session used to retrieve...,configuration_sessions,start_configuration_session,exec,,,,,
